0821_ctrl_tracking_C.csv
t,set_x,set_y,set_z,set_ry,uav_x,uav_y,uav_z,uav_ry,e_x,e_y,e_z,e_ry,
3371.31,1,1,1,-nan,0.997761,1.00705,0.989174,0.00010392,0.00223923,-0.00705278,0.0108258,-nan,
3371.33,1,1,1,-nan,0.997739,1.00622,0.98941,0.000144132,0.00226092,-0.00622332,0.0105903,-nan,
3371.35,1,1,1,-nan,0.997795,1.00566,0.989415,9.68021e-05,0.00220478,-0.00565672,0.0105847,-nan,
3371.37,1,1,1,-nan,0.997795,1.00566,0.989415,9.68021e-05,0.00220478,-0.00565672,0.0105847,-nan,
3371.39,1,1,1,-nan,0.997858,1.00545,0.989326,5.09226e-05,0.00214183,-0.00545347,0.0106739,-nan,
3371.41,1,1,1,-nan,0.997858,1.00545,0.989326,5.09226e-05,0.00214183,-0.00545347,0.0106739,-nan,
3371.43,1,1,1,-nan,0.998009,1.00522,0.988949,5.8688e-05,0.00199068,-0.00521922,0.0110507,-nan,
3371.45,1,1,1,-nan,0.998131,1.00522,0.988444,5.99926e-05,0.00186896,-0.00522208,0.0115563,-nan,
3371.47,1,1,1,-nan,0.998131,1.00522,0.988444,5.99926e-05,0.00186896,-0.00522208,0.0115563,-nan,
3371.49,1,1,1,-nan,0.998233,1.00517,0.98815,0.000107247,0.00176692,-0.00517499,0.0118501,-nan,
3371.51,1,1,1,-nan,0.998233,1.00517,0.98815,0.000107247,0.00176692,-0.00517499,0.0118501,-nan,
3371.53,1,1,1,-nan,0.998425,1.00537,0.98748,0.000121309,0.00157487,-0.00537002,0.0125201,-nan,
3371.55,1,1,1,-nan,0.998594,1.00572,0.986704,2.82654e-05,0.00140572,-0.0057174,0.0132958,-nan,
3371.57,1,1,1,-nan,0.998594,1.00572,0.986704,2.82654e-05,0.00140572,-0.0057174,0.0132958,-nan,
3371.59,1,1,1,-nan,0.998741,1.00602,0.986046,-3.53728e-05,0.00125939,-0.0060221,0.0139544,-nan,
3371.61,1,1,1,-nan,0.998741,1.00602,0.986046,-3.53728e-05,0.00125939,-0.0060221,0.0139544,-nan,
3371.63,1,1,1,-nan,0.998996,1.00663,0.985205,2.20345e-05,0.00100434,-0.00662982,0.0147948,-nan,
3371.65,1,1,1,-nan,0.999237,1.00689,0.984935,-9.57303e-05,0.000763357,-0.00688779,0.015065,-nan,
3371.67,1,1,1,-nan,0.999237,1.00689,0.984935,-9.57303e-05,0.000763357,-0.00688779,0.015065,-nan,
3371.69,1,1,1,-nan,0.999495,1.00639,0.985723,-0.000112981,0.000504792,-0.00639427,0.0142766,-nan,
3371.71,1,1,1,-nan,0.999495,1.00639,0.985723,-0.000112981,0.000504792,-0.00639427,0.0142766,-nan,
3371.73,1,1,1,-nan,0.999851,1.00604,0.986549,-6.17164e-05,0.000148535,-0.00604427,0.0134514,-nan,
3371.75,1,1,1,-nan,1.00012,1.006,0.986972,5.19694e-05,-0.000116348,-0.00600481,0.0130284,-nan,
3371.77,1,1,1,-nan,1.00012,1.006,0.986972,5.19694e-05,-0.000116348,-0.00600481,0.0130284,-nan,
3371.79,1,1,1,-nan,1.00033,1.00594,0.987402,0.000119812,-0.000328541,-0.00594294,0.0125979,-nan,
3371.81,1,1,1,-nan,1.00033,1.00594,0.987402,0.000119812,-0.000328541,-0.00594294,0.0125979,-nan,
