0821_ctrl_tracking_B.csv
t,set_x,set_y,set_z,set_ry,uav_x,uav_y,uav_z,uav_ry,e_x,e_y,e_z,e_ry,
3493.56,1,1,1,-nan,0.98878,0.996508,0.992472,-5.97728e-05,0.0112201,0.00349206,0.00752771,-nan,
3493.58,1,1,1,-nan,0.988367,0.995862,0.993255,-6.35794e-05,0.0116325,0.00413805,0.00674456,-nan,
3493.6,1,1,1,-nan,0.988367,0.995862,0.993255,-6.35794e-05,0.0116325,0.00413805,0.00674456,-nan,
3493.62,1,1,1,-nan,0.987646,0.994522,0.995157,-1.01598e-05,0.0123535,0.00547838,0.00484276,-nan,
3493.64,1,1,1,-nan,0.987646,0.994522,0.995157,-1.01598e-05,0.0123535,0.00547838,0.00484276,-nan,
3493.66,1,1,1,-nan,0.987279,0.994304,0.995753,-2.92109e-05,0.0127209,0.00569642,0.00424677,-nan,
3493.68,1,1,1,-nan,0.98754,0.996326,0.993507,-8.28121e-05,0.0124603,0.00367385,0.00649267,-nan,
3493.7,1,1,1,-nan,0.98754,0.996326,0.993507,-8.28121e-05,0.0124603,0.00367385,0.00649267,-nan,
3493.72,1,1,1,-nan,0.987622,0.998202,0.991394,-0.000257698,0.012378,0.00179762,0.00860554,-nan,
3493.74,1,1,1,-nan,0.987622,0.998202,0.991394,-0.000257698,0.012378,0.00179762,0.00860554,-nan,
3493.76,1,1,1,-nan,0.987245,0.998804,0.991045,-0.000360446,0.0127547,0.00119591,0.0089547,-nan,
3493.78,1,1,1,-nan,0.986696,0.999185,0.990927,-0.000325791,0.0133042,0.000814617,0.00907344,-nan,
3493.8,1,1,1,-nan,0.986696,0.999185,0.990927,-0.000325791,0.0133042,0.000814617,0.00907344,-nan,
3493.82,1,1,1,-nan,0.985286,0.998594,0.992254,-0.000262521,0.0147143,0.00140566,0.00774598,-nan,
3493.84,1,1,1,-nan,0.985286,0.998594,0.992254,-0.000262521,0.0147143,0.00140566,0.00774598,-nan,
3493.86,1,1,1,-nan,0.983673,0.99728,0.994331,-0.000273904,0.0163268,0.00272006,0.00566888,-nan,
3493.88,1,1,1,-nan,0.982009,0.995915,0.996123,-0.000358644,0.0179908,0.00408465,0.00387669,-nan,
3493.9,1,1,1,-nan,0.982009,0.995915,0.996123,-0.000358644,0.0179908,0.00408465,0.00387669,-nan,
3493.92,1,1,1,-nan,0.979053,0.993002,0.999996,-0.000292036,0.0209465,0.00699824,4.35114e-06,-nan,
3493.94,1,1,1,-nan,0.979053,0.993002,0.999996,-0.000292036,0.0209465,0.00699824,4.35114e-06,-nan,
3493.96,1,1,1,-nan,0.97626,0.98998,1.00385,-0.000288734,0.0237402,0.0100201,-0.00385165,-nan,
3493.98,1,1,1,-nan,0.973572,0.987124,1.00736,-0.000310016,0.0264283,0.0128762,-0.00735795,-nan,
3494,1,1,1,-nan,0.973572,0.987124,1.00736,-0.000310016,0.0264283,0.0128762,-0.00735795,-nan,
3494.02,1,1,1,-nan,0.969225,0.98229,1.01287,-0.000269446,0.0307748,0.0177096,-0.012871,-nan,
3494.04,1,1,1,-nan,0.969225,0.98229,1.01287,-0.000269446,0.0307748,0.0177096,-0.012871,-nan,
3494.06,1,1,1,-nan,0.965541,0.979118,1.01676,-0.00027059,0.0344588,0.0208824,-0.0167577,-nan,
3494.08,1,1,1,-nan,0.962457,0.97858,1.01763,4.97398e-05,0.0375427,0.0214205,-0.0176308,-nan,
3494.1,1,1,1,-nan,0.962457,0.97858,1.01763,4.97398e-05,0.0375427,0.0214205,-0.0176308,-nan,
3494.12,1,1,1,-nan,0.957558,0.976428,1.02044,0.000214938,0.0424416,0.0235717,-0.0204427,-nan,
3494.14,1,1,1,-nan,0.957558,0.976428,1.02044,0.000214938,0.0424416,0.0235717,-0.0204427,-nan,
3494.16,1,1,1,-nan,0.953268,0.973799,1.02356,0.000328643,0.0467317,0.0262014,-0.0235581,-nan,
3494.18,1,1,1,-nan,0.949337,0.971448,1.02632,0.000465128,0.0506629,0.0285525,-0.026324,-nan,
