0821_rse_uav_rotate_B.csv
x,y,z,r,p,y,ori,vx,vy,vz,ms,dpth,t,
0.497636,0.333812,1.20144,0.0385193,0.0289285,0.00950018,0.0489913,-0.00993513,0.0038667,0.00629209,0,0,4.32101,
0.497606,0.333252,1.20071,0.0348741,0.027827,0.0107351,0.0457742,-0.00993513,0.0038667,0.00629209,0,0,4.34517,
0.497666,0.332952,1.20029,0.0353963,0.0292932,0.0104428,0.0470011,-0.00527668,-0.00243258,0.00225723,0,0,4.36137,
0.497577,0.332611,1.19985,0.0465984,0.034203,0.00552056,0.0579889,-0.00527668,-0.00243258,0.00225723,0,0,4.37722,
0.497637,0.332116,1.19945,0.0458814,0.0336703,0.00553974,0.0571027,-0.0123218,-0.00301498,0.00737005,0,0,4.39162,
0.497626,0.331399,1.19866,0.0423421,0.0343912,0.00539303,0.0547417,-0.0123218,-0.00301498,0.00737005,0,0,4.40647,
0.49759,0.33123,1.19847,0.0423435,0.0337794,0.0056321,0.054383,-0.0123218,-0.00301498,0.00737005,0,0,4.42111,
0.497666,0.330664,1.1979,0.035715,0.0310652,0.007464,0.0478322,-0.0121167,-0.000160966,0.00839367,0,0,4.43648,
0.497744,0.330285,1.19755,0.0338043,0.0293404,0.00809396,0.0453981,-0.0121167,-0.000160966,0.00839367,0,0,4.45247,
0.497814,0.329928,1.19716,0.0350427,0.0299403,0.00769019,0.046641,-0.0123389,-0.00124349,0.0107944,0,0,4.46875,
0.497793,0.329632,1.19682,0.0433794,0.0326103,0.00617661,0.0545384,-0.0123389,-0.00124349,0.0107944,0,0,4.48385,
0.497868,0.32913,1.19635,0.0421428,0.0325121,0.00619034,0.0535045,-0.0101084,-0.0090552,0.0112014,0,0,4.4983,
0.497849,0.328517,1.19578,0.034158,0.0297735,0.00839369,0.0459897,-0.0101084,-0.0090552,0.0112014,0,0,4.5196,
0.497897,0.328171,1.19566,0.0424237,0.0327121,0.00440106,0.0536931,-0.00335699,-0.000923524,0.00727742,0,0,4.53362,
0.497991,0.327815,1.19538,0.0414712,0.0325627,0.00545152,0.0529375,-0.00335699,-0.000923524,0.00727742,0,0,4.55059,
0.498092,0.327121,1.19492,0.0409202,0.0326116,0.00629314,0.0526215,-0.00358349,-0.00271252,0.00646268,0,0,4.56578,
